IdLugarSalida,Lugar Salida,IdTranspSalidad,Transporte Internacional de Salida,FechaSalida,IdFecSalida,FechaEntrada,IdFecEntrada,IdNacionalidad,Pais,IdDeptoResidencia,Departamento,IdMotivo,Motivo,IdOcupacion,Ocupacion,IdNivelEstudio,Estudio,IdDestino,Destino,IdAlojamiento,Alojamiento,IdLugarIngreso,Lugar Ingreso,IdTranspIngreso,Transporte Internacional de Ingreso,IdTranspLocal,Trasporte Local,Estadia,Gente,GastoTotal,GastoAlojamiento,GastoAlimentacion,GastoTransporteInternac,GatoTransporteLocal,GastoCultural,GastoTours,GastoCompras,GastoResto,Coef,CoefTot
1,Colonia,5,Maritimo - Fluvial,2017-10-01,13788,2017-10-05,13792,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,2,1028.94,304.04,181.82,28.41,119.55,197.86,36.0,189.67,0.0,150.66,301.33
3,Aeropuerto de Carrasco,1,Aereo,2017-03-25,13598,2017-04-06,13610,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,12,2,1913.6,897.82,266.02,1976.4,66.51,0.0,50.0,600.0,33.25,119.64,239.29
8,Paysandú,2,Terrestre Auto,2023-02-14,15750,2023-02-17,15753,1,Uruguay,43,Tacuarembo,10,Compras,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,3,3,465.95,81.34,76.26,0.0,90.85,0.0,0.0,120.33,97.18,406.25,1218.76
7,Fray Bentos,2,Terrestre Auto,2018-09-15,14137,2018-09-17,14139,1,Uruguay,20,Canelones,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,2,3,155.37,0.0,155.37,280.89,0.0,0.0,0.0,0.0,0.0,172.66,517.99
3,Aeropuerto de Carrasco,1,Aereo,2017-04-17,13621,2017-04-19,13623,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,2,1,300.0,103.68,80.0,165.0,27.82,0.0,0.0,0.0,88.51,119.64,119.64
3,Aeropuerto de Carrasco,1,Aereo,2022-12-03,15677,2022-12-21,15695,51,España,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",4.0,Secundaria completa,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,18,2,4251.98,0.0,2075.26,3000.0,0.0,455.3,0.0,1721.42,0.0,221.49,442.98
7,Fray Bentos,3,Terrestre Bus,2024-06-06,16228,2024-06-12,16234,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,6,2,768.77,167.49,152.34,67.39,158.86,0.0,0.0,117.29,172.78,177.21,354.41
3,Aeropuerto de Carrasco,1,Aereo,2017-02-19,13564,2017-03-09,13582,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,40,Europa,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,18,2,8400.0,570.16,962.15,240.0,712.7,1979.73,291.02,3884.23,0.0,116.24,232.48
3,Aeropuerto de Carrasco,1,Aereo,2017-02-26,13571,2017-03-05,13578,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,7,2,1190.0,534.6,158.4,1210.0,257.4,19.8,0.0,200.0,19.8,116.24,232.48
3,Aeropuerto de Carrasco,1,Aereo,2024-03-26,16156,2024-04-10,16171,1,Uruguay,20,Canelones,3,Trabajo / Profesion,24,Trabajador Independiente,,,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,15,1,1779.47,416.71,380.86,181.29,406.18,0.0,0.0,117.29,458.43,285.78,285.78
3,Aeropuerto de Carrasco,1,Aereo,2017-07-17,13712,2017-07-24,13719,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,7,2,1214.0,448.0,322.0,76.0,154.0,0.0,0.0,220.0,70.0,106.2,212.39
1,Colonia,5,Maritimo - Fluvial,2023-09-12,15960,2023-09-16,15964,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",8,Desocupado,4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,4,2,300.0,0.0,100.0,100.0,0.0,0.0,0.0,200.0,0.0,427.72,855.43
7,Fray Bentos,3,Terrestre Bus,2017-07-15,13710,2017-07-17,13712,1,Uruguay,12,Rio Negro,8,Deportivo,20,"Deportista, Entrenador, Juez Dep",4.0,Secundaria completa,10,Argentina,11,Otros,7,Fray Bentos,3,Terrestre Bus,0,Sin Datos,2,1,48.0,0.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,79.92,79.92
10,Salto,2,Terrestre Auto,2017-12-03,13851,2017-12-06,13854,1,Uruguay,60,Salto,2,Visita familiares / amigos,15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,3,2,562.84,0.0,129.77,0.0,67.98,165.19,0.0,199.9,0.0,86.99,173.97
15,Artigas,2,Terrestre Auto,2018-08-30,14121,2018-09-11,14133,1,Uruguay,53,Rivera,3,Trabajo / Profesion,9,Desconocido / Sin Datos,4.0,Secundaria completa,20,Brasil,5,Vivienda Arrendada,15,Artigas,2,Terrestre Auto,1,Auto propio,12,1,1200.0,500.0,245.56,0.0,103.76,200.0,0.0,113.99,36.7,276.52,276.52
7,Fray Bentos,2,Terrestre Auto,2018-08-30,14121,2018-09-07,14129,1,Uruguay,10,Colonia,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,5,Vivienda Arrendada,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,8,2,2054.77,500.0,371.54,0.0,183.13,300.0,0.0,200.0,500.11,172.66,345.33
2,Puerto de montevideo,5,Maritimo - Fluvial,2018-03-23,13961,2018-03-26,13964,10,Argentina,21,Montevideo,2,Visita familiares / amigos,11,"Patron, Com, Ind, Prod Agrop",7.0,Otros,10,Argentina,6,Vivienda Familiares / Amigos,2,Puerto de montevideo,5,Maritimo - Fluvial,4,Auto familiares / amigos,3,1,300.0,0.0,102.01,200.0,0.0,99.0,0.0,0.0,98.98,1081.14,1081.14
10,Salto,2,Terrestre Auto,2023-09-23,15971,2023-09-25,15973,1,Uruguay,60,Salto,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,2,3,183.51,0.0,65.54,0.0,26.22,0.0,0.0,91.75,0.0,385.71,1157.13
7,Fray Bentos,3,Terrestre Bus,2018-12-30,14243,2019-01-05,14249,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,4,Auto familiares / amigos,6,3,674.89,0.0,245.41,285.29,0.0,72.21,0.0,119.96,237.3,160.04,480.12
4,Chuy,6,Otros,2025-02-25,16492,2025-03-07,16502,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,20,Brasil,1,Hotel,4,Chuy,6,Otros,1,Auto propio,10,2,1630.09,800.0,300.0,0.0,140.48,246.8,0.0,60.0,82.81,121.56,243.11
1,Colonia,5,Maritimo - Fluvial,2024-06-17,16239,2024-06-20,16242,1,Uruguay,10,Colonia,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,2,1000.0,198.28,180.35,239.85,188.06,155.6,0.0,277.71,0.0,127.13,254.25
18,Río Branco,2,Terrestre Auto,2024-05-10,16201,2024-05-16,16207,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,25,Trabajador dependiente,,,20,Brasil,6,Vivienda Familiares / Amigos,18,Río Branco,2,Terrestre Auto,1,Auto propio,6,3,1128.12,0.0,315.52,0.0,128.67,370.2,0.0,313.73,0.0,254.24,762.71
3,Aeropuerto de Carrasco,1,Aereo,2023-09-06,15954,2023-09-20,15968,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,40,Europa,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,14,4,6489.03,2031.57,601.95,3016.0,150.49,239.19,0.0,3465.84,0.0,225.42,901.66
1,Colonia,5,Maritimo - Fluvial,2023-01-09,15714,2023-01-14,15719,1,Uruguay,20,Canelones,2,Visita familiares / amigos,1,"Jubilado, Pensionista",7.0,Otros,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,6,Otros,5,1,514.82,0.0,165.07,119.92,197.24,0.0,0.0,152.51,0.0,79.35,78.43
7,Fray Bentos,3,Terrestre Bus,2017-10-06,13793,2017-10-08,13795,1,Uruguay,11,Saqn Jose,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,4,Auto familiares / amigos,2,1,119.33,0.0,38.67,8.53,0.0,0.0,0.0,80.67,0.0,77.78,77.78
3,Aeropuerto de Carrasco,1,Aereo,2025-06-28,16615,2025-07-02,16619,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",,,30,Paraguay,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,4,1,384.71,124.43,84.45,369.41,175.84,0.0,0.0,0.0,0.0,375.12,375.12
18,Río Branco,2,Terrestre Auto,2025-08-30,16678,2025-09-03,16682,1,Uruguay,52,Cerro Largo,2,Visita familiares / amigos,24,Trabajador Independiente,,,20,Brasil,6,Vivienda Familiares / Amigos,18,Río Branco,2,Terrestre Auto,1,Auto propio,4,2,375.28,0.0,128.4,0.0,55.39,0.0,0.0,191.5,0.0,154.96,309.93
8,Paysandú,6,Otros,2024-10-05,16349,2024-10-07,16351,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,2,1,48.14,0.0,23.78,0.0,24.36,0.0,0.0,0.0,0.0,650.1,650.1
3,Aeropuerto de Carrasco,1,Aereo,2017-11-24,13842,2017-12-04,13852,51,España,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",4.0,Secundaria completa,32,Resto Sud America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,10,2,933.33,0.0,333.33,800.0,0.0,0.0,0.0,600.0,0.0,180.13,360.27
3,Aeropuerto de Carrasco,1,Aereo,2025-04-08,16534,2025-04-22,16548,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",,,31,Chile,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,14,1,8000.0,2000.0,2922.78,2000.0,1194.12,500.0,0.0,1383.1,0.0,137.83,137.83
7,Fray Bentos,2,Terrestre Auto,2025-01-05,16441,2025-01-08,16444,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,3,2,228.9,0.0,73.93,0.0,74.03,0.0,0.0,0.0,80.94,287.16,574.33
7,Fray Bentos,2,Terrestre Auto,2019-11-30,14578,2019-12-06,14584,1,Uruguay,40,Durazno,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,6,3,1100.0,0.0,299.36,0.0,428.83,137.91,0.0,233.9,0.0,49.53,148.6
3,Aeropuerto de Carrasco,1,Aereo,2017-07-16,13711,2017-07-21,13716,10,Argentina,21,Montevideo,2,Visita familiares / amigos,2,Ama de casa,6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,5,1,300.0,0.0,0.0,0.0,0.0,0.0,0.0,199.04,100.96,100.59,100.59
7,Fray Bentos,3,Terrestre Bus,2019-03-02,14305,2019-03-06,14309,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,4,2,800.0,250.0,187.11,100.0,0.0,139.87,0.0,223.01,0.0,217.4,434.8
1,Colonia,5,Maritimo - Fluvial,2019-02-08,14283,2019-02-13,14288,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,5,2,1600.0,420.28,235.93,252.33,359.5,0.0,0.0,223.72,360.57,227.14,454.27
7,Fray Bentos,3,Terrestre Bus,2017-11-09,13827,2017-11-13,13831,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,3,Hostel,7,Fray Bentos,3,Terrestre Bus,3,Taxi - Bus,4,2,356.74,124.98,68.53,35.13,30.1,65.38,0.0,67.75,0.0,65.32,130.64
3,Aeropuerto de Carrasco,1,Aereo,2017-07-05,13700,2017-07-17,13712,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,12,4,4050.0,1764.49,522.81,3782.0,130.7,180.0,0.0,1452.0,0.0,106.2,424.79
3,Aeropuerto de Carrasco,1,Aereo,2018-08-20,14111,2018-08-30,14121,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,10,2,1470.0,853.78,252.97,1830.0,63.24,0.0,0.0,300.0,0.0,201.49,402.97
18,Río Branco,2,Terrestre Auto,2023-02-01,15737,2023-02-10,15746,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,5,Vivienda Arrendada,18,Río Branco,2,Terrestre Auto,1,Auto propio,9,2,1000.0,289.88,250.99,0.0,73.17,197.68,0.0,188.29,0.0,365.47,730.94
10,Salto,2,Terrestre Auto,2022-12-10,15684,2022-12-12,15686,1,Uruguay,60,Salto,2,Visita familiares / amigos,15,"Obrero esp, Conductor, Artesano",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,2,3,191.86,0.0,51.16,0.0,30.7,0.0,0.0,110.0,0.0,470.29,1410.88
2,Puerto de montevideo,5,Maritimo - Fluvial,2019-11-13,14561,2019-11-15,14563,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,2,1,425.09,300.0,125.09,0.0,0.0,0.0,0.0,0.0,0.0,449.21,449.21
1,Colonia,5,Maritimo - Fluvial,2019-09-14,14501,2019-09-16,14503,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,6,Otros,2,3,422.06,169.62,100.55,210.0,40.38,0.0,0.0,111.51,0.0,308.05,924.14
8,Paysandú,2,Terrestre Auto,2025-07-02,16619,2025-07-04,16621,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,2,2,37.27,0.0,37.27,0.0,0.0,0.0,0.0,0.0,0.0,445.65,891.29
7,Fray Bentos,2,Terrestre Auto,2024-09-19,16333,2024-09-24,16338,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,5,2,1000.0,350.0,132.39,0.0,40.0,200.0,0.0,122.32,155.29,315.64,631.29
1,Colonia,5,Maritimo - Fluvial,2024-01-23,16093,2024-01-26,16096,10,Argentina,21,Montevideo,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,2,500.0,0.0,169.81,300.0,183.68,146.51,0.0,0.0,0.0,753.76,1507.53
7,Fray Bentos,3,Terrestre Bus,2018-01-05,13884,2018-01-11,13890,1,Uruguay,30,Lavalleja,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,4,Auto familiares / amigos,6,1,358.58,0.0,175.0,106.75,0.0,48.76,0.0,33.28,101.54,274.31,274.31
10,Salto,2,Terrestre Auto,2024-05-06,16197,2024-05-13,16204,1,Uruguay,60,Salto,1,"Ocio, Recreo, Vacaciones",20,"Deportista, Entrenador, Juez Dep",,,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,7,2,800.0,300.0,105.28,0.0,40.0,150.0,0.0,80.0,124.72,254.24,508.47
1,Colonia,5,Maritimo - Fluvial,2025-07-16,16633,2025-07-23,16640,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,7,2,800.0,238.5,211.51,0.0,210.4,0.0,0.0,139.59,0.0,338.12,676.24
1,Colonia,5,Maritimo - Fluvial,2017-02-23,13568,2017-03-01,13574,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,6,2,1780.0,480.0,300.0,70.0,144.0,0.0,0.0,268.0,588.0,150.92,301.84
7,Fray Bentos,2,Terrestre Auto,2019-07-18,14443,2019-07-22,14447,1,Uruguay,10,Colonia,2,Visita familiares / amigos,1,"Jubilado, Pensionista",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,4,2,159.91,0.0,25.52,0.0,42.57,18.92,0.0,72.9,0.0,354.45,708.91
1,Colonia,5,Maritimo - Fluvial,2025-08-21,16669,2025-08-26,16674,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,5,2,900.0,222.03,197.1,0.0,196.73,102.03,0.0,182.1,0.0,281.96,563.93
2,Puerto de montevideo,5,Maritimo - Fluvial,2023-08-27,15944,2023-08-30,15947,1,Uruguay,21,Montevideo,10,Compras,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,3,1,500.0,118.92,112.0,0.0,0.0,96.63,0.0,172.46,0.0,88.46,88.46
18,Río Branco,2,Terrestre Auto,2024-10-05,16349,2024-10-11,16355,1,Uruguay,54,Treinta y Tres,1,"Ocio, Recreo, Vacaciones",26,Profesional independiente,,,20,Brasil,1,Hotel,18,Río Branco,2,Terrestre Auto,1,Auto propio,6,2,794.44,299.28,210.35,0.0,75.67,0.0,0.0,209.15,0.0,211.54,423.09
10,Salto,2,Terrestre Auto,2018-01-12,13891,2018-01-14,13893,10,Argentina,60,Salto,2,Visita familiares / amigos,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,2,2,385.14,0.0,78.79,0.0,52.53,0.0,0.0,105.06,148.76,347.2,694.39
7,Fray Bentos,2,Terrestre Auto,2025-05-05,16561,2025-05-12,16568,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",27,Profesional dependiente,,,10,Argentina,2,Appart Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,7,4,2400.0,750.0,600.0,0.0,240.0,132.9,39.8,237.19,400.11,116.44,465.76
3,Aeropuerto de Carrasco,1,Aereo,2017-12-18,13866,2017-12-21,13869,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,3,1,200.0,123.08,76.92,380.0,0.0,0.0,0.0,0.0,0.0,84.03,84.03
7,Fray Bentos,2,Terrestre Auto,2024-01-31,16101,2024-02-02,16103,1,Uruguay,12,Rio Negro,2,Visita familiares / amigos,1,"Jubilado, Pensionista",,,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,2,2,255.7,0.0,58.36,0.0,62.53,0.0,0.0,134.81,0.0,337.97,675.95
3,Aeropuerto de Carrasco,1,Aereo,2019-11-17,14565,2019-12-01,14579,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,14,2,2516.28,1203.43,456.57,2440.0,100.0,187.32,0.0,500.0,68.96,226.29,452.58
7,Fray Bentos,2,Terrestre Auto,2018-06-10,14040,2018-06-13,14043,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,8,Paysandú,3,Terrestre Bus,4,Auto familiares / amigos,3,1,221.4,91.39,49.0,100.71,0.0,0.0,0.0,81.01,0.0,415.15,415.15
3,Aeropuerto de Carrasco,1,Aereo,2024-09-24,16338,2024-10-03,16347,1,Uruguay,31,Maldonado,1,"Ocio, Recreo, Vacaciones",27,Profesional dependiente,,,40,Europa,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,9,2,4934.99,1180.36,1092.37,3906.54,526.18,454.79,0.0,1681.29,0.0,266.01,532.01
3,Aeropuerto de Carrasco,1,Aereo,2018-11-20,14203,2018-12-04,14217,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,33,Centro y Norte America,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,14,1,2197.62,0.0,339.37,850.0,0.0,358.25,0.0,1500.0,0.0,195.95,195.95
8,Paysandú,2,Terrestre Auto,2025-08-29,16677,2025-09-05,16684,1,Uruguay,43,Tacuarembo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",,,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,2,Terrestre Auto,1,Auto propio,7,2,500.0,0.0,301.22,0.0,0.0,0.0,0.0,198.78,0.0,460.75,921.5
8,Paysandú,2,Terrestre Auto,2022-01-17,15357,2022-02-02,15373,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,5,Vivienda Arrendada,8,Paysandú,2,Terrestre Auto,1,Auto propio,16,2,2000.0,900.0,250.13,0.0,150.0,40.91,0.0,300.0,358.95,55.23,110.46
16,Bella Unión,2,Terrestre Auto,2025-02-28,16495,2025-03-07,16502,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,20,Brasil,1,Hotel,16,Bella Unión,2,Terrestre Auto,1,Auto propio,7,7,1800.0,580.0,500.0,0.0,250.0,225.71,0.0,191.28,53.01,160.63,1124.41
1,Colonia,5,Maritimo - Fluvial,2024-02-09,16110,2024-02-12,16113,1,Uruguay,61,Paysandu,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,3,1,200.0,0.0,78.74,127.85,0.0,0.0,0.0,121.26,0.0,180.46,180.46
10,Salto,2,Terrestre Auto,2025-04-20,16546,2025-04-23,16549,1,Uruguay,60,Salto,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,3,2,212.75,0.0,118.19,0.0,35.46,35.46,0.0,0.0,23.64,247.72,495.45
10,Salto,2,Terrestre Auto,2022-09-18,15601,2022-09-20,15603,1,Uruguay,60,Salto,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,2,2,585.0,0.0,99.02,0.0,123.44,131.36,0.0,231.18,0.0,449.56,899.11
7,Fray Bentos,2,Terrestre Auto,2025-09-16,16695,2025-09-21,16700,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",27,Profesional dependiente,,,10,Argentina,2,Appart Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,5,7,1400.0,400.0,350.0,0.0,120.0,250.0,0.0,200.0,80.0,129.77,908.37
10,Salto,2,Terrestre Auto,2018-01-29,13908,2018-02-06,13916,1,Uruguay,43,Tacuarembo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,8,4,4149.22,1385.67,810.57,0.0,366.74,0.0,0.0,499.62,1086.63,168.49,673.95
